Cluster,danceability,energy,loudness,tempo,valence,acousticness,instrumentalness,track_popularity
0,0.6995855100095328,0.7219622497616778,-6.832936129647283,113.51843374642517,0.6028804766444232,0.12454972549094376,0.02101764082745472,12.391039084842708
1,0.5253261005307525,0.8039039962535124,-5.256534967218233,137.57808039338119,0.3794185451139556,0.07022755515298158,0.024642138453012802,40.838120512019984
2,0.7444629251291912,0.707915995673597,-6.144252974402115,115.6269617834395,0.6298832832592236,0.15824363802427593,0.01157323922725634,56.89051796659055
3,0.6638011438627365,0.782315002199736,-7.020825780906291,125.10069907611087,0.3872439243290805,0.07344712735151783,0.7494870215574131,28.773867135943686
4,0.6040665746549561,0.41764278920953574,-10.733708406524467,113.09557164366375,0.3933834153074028,0.5412029387703889,0.10715989575909661,42.87854454203262
